title,year,crew_pct_women,crew_n,cast_pct_women,cast_n,bechdel_score,bechdel_desc
Two Raging Grannies,2013,Missing,Missing,Missing,Missing,Missing,Missing
Ricki and the Flash,2015,insufficient sample,3.0,Missing,Missing,Missing,Missing
Lignes de Front,2010,Missing,Missing,insufficient sample,2.0,Missing,Missing
Back Issues: The Hustler Magazine Story,2014,Missing,Missing,insufficient sample,4.0,Missing,Missing
Kissinger,2011,Missing,Missing,Missing,Missing,Missing,Missing
100 Degrees Below Zero,2013,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing
Pump!,2014,Missing,Missing,Missing,Missing,Missing,Missing
Cocaine Cowboys: Reloaded,2014,Missing,Missing,Missing,Missing,Missing,Missing
Genius on Hold,2013,Missing,Missing,insufficient sample,1.0,Missing,Missing
Tar Creek,2009,insufficient sample,4.0,Missing,Missing,Missing,Missing
The Water Front,2007,Missing,Missing,Missing,Missing,Missing,Missing
Jedi Junkies,2010,Missing,Missing,insufficient sample,3.0,Missing,Missing
Breeders,1997,insufficient sample,3.0,insufficient sample,5.0,Missing,Missing
Time Zero: The Last Year of Polaroid Film,2012,Missing,Missing,Missing,Missing,Missing,Missing
The 'Socalled' Movie,2010,Missing,Missing,Missing,Missing,Missing,Missing
Hank: 5 Years from the Brink,2013,Missing,Missing,Missing,Missing,Missing,Missing
Weâ€™re Not Broke,2012,Missing,Missing,Missing,Missing,Missing,Missing
Sushi: The Global Catch,2012,Missing,Missing,Missing,Missing,Missing,Missing
Resistance,2015,Missing,Missing,Missing,Missing,Missing,Missing
Exile Nation: The Plastic People,2014,Missing,Missing,Missing,Missing,Missing,Missing
The Fruit Hunters,2012,Missing,Missing,Missing,Missing,Missing,Missing
Ethos,2011,Missing,Missing,insufficient sample,3.0,Missing,Missing
Radio Unnameable,2012,Missing,Missing,insufficient sample,4.0,Missing,Missing
Germ,2013,Missing,Missing,Missing,Missing,Missing,Missing
DamNation,2014,Missing,Missing,insufficient sample,1.0,Missing,Missing
Lifted,2010,insufficient sample,4.0,insufficient sample,6.0,Missing,Missing
Î Î¯ÏƒÏ‰ Ï€ÏŒÏ�Ï„Î±,2000,Missing,Missing,Missing,Missing,Missing,Missing
1915,2015,insufficient sample,1.0,insufficient sample,10.0,Missing,Missing
The Workshop,2007,insufficient sample,1.0,Missing,Missing,Missing,Missing
Ride,2014,0.6923076923076923,13.0,Missing,Missing,Missing,Missing
The Eichmann Show,2015,insufficient sample,1.0,insufficient sample,10.0,Missing,Missing
Die GebrÃ¼der Skladanowsky,1995,insufficient sample,4.0,insufficient sample,3.0,Missing,Missing
The Seven Five,2014,Missing,Missing,Missing,Missing,Missing,Missing
Partisan,2015,insufficient sample,5.0,insufficient sample,1.0,Missing,Missing
LFO,2013,Missing,Missing,Missing,Missing,Missing,Missing
Christopher and His Kind,2011,insufficient sample,2.0,0.3333333333333333,15.0,Missing,Missing
Ja saapuu oikea yÃ¶,2012,Missing,Missing,insufficient sample,1.0,Missing,Missing
Infini,2015,Missing,Missing,0.45454545454545453,11.0,Missing,Missing
Off World,2013,insufficient sample,3.0,insufficient sample,1.0,Missing,Missing
Harry Dean Stanton: Partly Fiction,2012,insufficient sample,1.0,insufficient sample,6.0,Missing,Missing
MusaraÃ±as,2014,Missing,Missing,Missing,Missing,Missing,Missing
Shuffle,2012,insufficient sample,7.0,Missing,Missing,Missing,Missing
Ventos de Agosto,2014,Missing,Missing,Missing,Missing,Missing,Missing
Piku,2015,Missing,Missing,insufficient sample,3.0,Missing,Missing
Babysitter's Black Book,2015,insufficient sample,7.0,0.7272727272727273,11.0,Missing,Missing
"Tommy Cooper: Not Like That, Like This",2014,Missing,Missing,insufficient sample,8.0,Missing,Missing
Macondo,2014,Missing,Missing,Missing,Missing,Missing,Missing
Down and Dangerous,2014,Missing,Missing,Missing,Missing,Missing,Missing
German Angst,2015,Missing,Missing,insufficient sample,3.0,Missing,Missing
Dirty Business,2009,insufficient sample,4.0,Missing,Missing,Missing,Missing
High Road,2012,insufficient sample,3.0,Missing,Missing,Missing,Missing
Alexia,2013,Missing,Missing,Missing,Missing,Missing,Missing
Luokkakokous,2015,Missing,Missing,insufficient sample,2.0,Missing,Missing
Pitch Perfect 2,2015,Missing,Missing,Missing,Missing,Missing,Missing
The Gospel According to Philip K. Dick,2001,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing
Razredni sovraÅ¾nik,2013,Missing,Missing,insufficient sample,3.0,Missing,Missing
Farmland,2014,Missing,Missing,Missing,Missing,Missing,Missing
Tricked: The Documentary,2013,insufficient sample,3.0,Missing,Missing,Missing,Missing
Mutant World,2014,insufficient sample,3.0,insufficient sample,8.0,Missing,Missing
The Prince and the Pauper,2000,insufficient sample,2.0,insufficient sample,3.0,Missing,Missing
à¹€à¸­à¸„à¹‚à¸„à¹ˆ à¸ˆà¸´à¹‹à¸§à¸�à¹‰à¸­à¸‡à¹‚à¸¥à¸�,2012,insufficient sample,1.0,insufficient sample,2.0,Missing,Missing
Love Hotel,2014,Missing,Missing,Missing,Missing,Missing,Missing
Un Buda,2005,Missing,Missing,Missing,Missing,Missing,Missing
Two Hundred Thousand Dirty,2014,Missing,Missing,insufficient sample,1.0,Missing,Missing
Manos sucias,2014,insufficient sample,1.0,Missing,Missing,Missing,Missing
Just Before I Go,2014,insufficient sample,9.0,0.5454545454545454,11.0,Missing,Missing
El bosque de Karadima,2015,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing
Macbeth,2006,0.15384615384615385,13.0,Missing,Missing,Missing,Missing
Metal Skin,1994,0.25,12.0,Missing,Missing,Missing,Missing
ì¤‘ë�…,2002,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing
Pelo malo,2013,Missing,Missing,Missing,Missing,Missing,Missing
Bessie,2015,insufficient sample,3.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
DjÃ¶flaeyjan,1996,Missing,Missing,insufficient sample,2.0,Missing,Missing
Iverson,2014,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing
Milosc,2012,Missing,Missing,insufficient sample,2.0,Missing,Missing
Nightingale,2015,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing
Rembrandt,1999,Missing,Missing,insufficient sample,3.0,Missing,Missing
The Good Lie,2013,Missing,Missing,insufficient sample,6.0,Missing,Missing
The Stone Roses: Made of Stone,2013,Missing,Missing,Missing,Missing,Missing,Missing
Carol,2015,0.5263157894736842,19.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Thought Crimes,2015,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing
Three Inches,2011,Missing,Missing,insufficient sample,4.0,Missing,Missing
El Medico: The Cubaton Story,2012,Missing,Missing,Missing,Missing,Missing,Missing
Roald Dahl's Esio Trot,2015,insufficient sample,1.0,Missing,Missing,Missing,Missing
"Montevideo, Bog te video!",2010,Missing,Missing,Missing,Missing,Missing,Missing
PÃ©dale douce,1996,insufficient sample,3.0,insufficient sample,8.0,Missing,Missing
Code Black,2014,insufficient sample,2.0,Missing,Missing,Missing,Missing
The King of Arcades,2014,Missing,Missing,insufficient sample,1.0,Missing,Missing
Anonymous Rex,2004,Missing,Missing,insufficient sample,9.0,Missing,Missing
"Usain Bolt, La LÃ©gende",2012,Missing,Missing,Missing,Missing,Missing,Missing
The American Scream,2012,Missing,Missing,Missing,Missing,Missing,Missing
Pound of Flesh,2015,insufficient sample,5.0,insufficient sample,5.0,Missing,Missing
Stripped,2014,Missing,Missing,insufficient sample,1.0,Missing,Missing
Lucia de B.,2014,Missing,Missing,insufficient sample,4.0,Missing,Missing
Ankhon Dekhi,2013,Missing,Missing,insufficient sample,2.0,Missing,Missing
Gulaal,2009,insufficient sample,4.0,insufficient sample,4.0,Missing,Missing
Black Friday,2004,insufficient sample,3.0,insufficient sample,4.0,Missing,Missing
Anthrax,2001,insufficient sample,6.0,insufficient sample,9.0,Missing,Missing
ì˜�í™”ëŠ” ì˜�í™”ë‹¤,2008,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing
The Buttercream Gang,1992,insufficient sample,1.0,Missing,Missing,Missing,Missing
éœ²æ°´ç´…é¡�,2014,Missing,Missing,Missing,Missing,Missing,Missing
Strangerland,2015,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing
The Backwater Gospel,2011,Missing,Missing,insufficient sample,1.0,Missing,Missing
Ð“Ð°Ñ€Ð¿Ð°Ñ�Ñ‚ÑƒÐ¼,2005,Missing,Missing,insufficient sample,3.0,Missing,Missing
On ne choisit pas sa famille,2011,Missing,Missing,insufficient sample,6.0,Missing,Missing
Persecuted,2014,Missing,Missing,insufficient sample,4.0,Missing,Missing
The Dorm,2014,Missing,Missing,insufficient sample,2.0,Missing,Missing
Susie's Hope,2013,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing
After,2012,insufficient sample,1.0,insufficient sample,9.0,Missing,Missing
Las manos,2006,Missing,Missing,insufficient sample,5.0,Missing,Missing
Betty Blowtorch: And Her Amazing True Life Adventures,2003,insufficient sample,2.0,Missing,Missing,Missing,Missing
Design Is One,2012,Missing,Missing,Missing,Missing,Missing,Missing
ÐšÐ¾ÐºÐ¾ÐºÐ¾,2012,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing
The Ransom of Red Chief,1998,Missing,Missing,Missing,Missing,Missing,Missing
Monsters: Dark Continent,2014,0.18181818181818182,11.0,Missing,Missing,Missing,Missing
Reminiscence,2014,Missing,Missing,Missing,Missing,Missing,Missing
Teacher of the Year,2015,Missing,Missing,0.42857142857142855,14.0,Missing,Missing
Eyeborgs,2009,insufficient sample,2.0,Missing,Missing,Missing,Missing
Away and Back,2015,insufficient sample,3.0,insufficient sample,5.0,Missing,Missing
Andaz Apna Apna,1994,insufficient sample,2.0,Missing,Missing,Missing,Missing
Hera Pheri,2000,insufficient sample,3.0,insufficient sample,8.0,Missing,Missing
The Lobster,2015,insufficient sample,9.0,Missing,Missing,3,"There are two or more women in this movie and they talk to each other about something other than a man, although dubious"
Beautiful & Twisted,2015,insufficient sample,2.0,insufficient sample,6.0,Missing,Missing
Am Ende ein Fest,2014,insufficient sample,1.0,Missing,Missing,Missing,Missing
GÃ¼eros,2015,insufficient sample,1.0,insufficient sample,3.0,Missing,Missing
Maggie,2015,Missing,Missing,0.5833333333333334,12.0,Missing,Missing
Thunderstruck,2004,Missing,Missing,insufficient sample,6.0,Missing,Missing
Hot Pursuit,2015,0.6153846153846154,13.0,Missing,Missing,2,"There are two or more women in this movie, but they only talk to each other about a man"
Slow West,2015,Missing,Missing,insufficient sample,6.0,Missing,Missing
Offline,2012,Missing,Missing,insufficient sample,6.0,Missing,Missing
Scintilla,2014,Missing,Missing,insufficient sample,5.0,Missing,Missing
Meet the Mormons,2014,insufficient sample,1.0,Missing,Missing,Missing,Missing
The Mad,2007,insufficient sample,2.0,insufficient sample,9.0,Missing,Missing
The Mars Underground,2007,insufficient sample,2.0,Missing,Missing,Missing,Missing
Martial Law,1991,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing
Me and the Kid,1993,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing
Midgets Vs. Mascots,2009,Missing,Missing,insufficient sample,5.0,Missing,Missing
The Human Centipede 3 (Final Sequence),2015,insufficient sample,1.0,Missing,Missing,Missing,Missing
Mikey,1992,Missing,Missing,insufficient sample,7.0,Missing,Missing
Mistrial,1996,0.25,12.0,0.3333333333333333,18.0,Missing,Missing
Model by Day,1993,insufficient sample,2.0,insufficient sample,8.0,Missing,Missing
The Green Inferno,2014,0.2,15.0,Missing,Missing,Missing,Missing
Just About Famous,2015,Missing,Missing,Missing,Missing,Missing,Missing
Alien Origin,2012,Missing,Missing,insufficient sample,2.0,Missing,Missing
Rita da Cascia,2004,Missing,Missing,insufficient sample,2.0,Missing,Missing
In the Shadow of the Sun,2012,Missing,Missing,Missing,Missing,Missing,Missing
Deli Man,2015,insufficient sample,2.0,insufficient sample,2.0,Missing,Missing
Ù�Ø±Ø´ ÙˆØºØ·Ø§,2013,Missing,Missing,insufficient sample,1.0,Missing,Missing
Southern Rites,2015,Missing,Missing,Missing,Missing,Missing,Missing
Barely Lethal,2015,Missing,Missing,0.4782608695652174,23.0,3,There are two or more women in this movie and they talk to each other about something other than a man
Spooks: The Greater Good,2015,insufficient sample,7.0,0.23529411764705882,17.0,Missing,Missing
Vehkleja,2015,Missing,Missing,Missing,Missing,Missing,Missing
Gianni e le donne,2011,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing
Suzanne,2013,insufficient sample,4.0,insufficient sample,7.0,Missing,Missing
"The Other One: The Long, Strange Trip of Bob Weir",2014,Missing,Missing,Missing,Missing,Missing,Missing
Ballet 422,2014,insufficient sample,3.0,Missing,Missing,Missing,Missing
J.A.C.E.,2011,Missing,Missing,insufficient sample,2.0,Missing,Missing
ãƒ–ãƒ¬ã‚¤ãƒ– ã‚¹ãƒˆãƒ¼ãƒªãƒ¼,2006,insufficient sample,3.0,insufficient sample,6.0,Missing,Missing
Restless Virgins,2013,Missing,Missing,insufficient sample,5.0,Missing,Missing
Il giovane favoloso,2014,insufficient sample,2.0,insufficient sample,5.0,Missing,Missing
A Fish in the Bathtub,1999,Missing,Missing,insufficient sample,6.0,Missing,Missing
2047 - Sights of Death,2014,Missing,Missing,insufficient sample,6.0,Missing,Missing
Deep Web,2015,insufficient sample,2.0,insufficient sample,1.0,Missing,Missing
Fugly,2014,Missing,Missing,insufficient sample,2.0,Missing,Missing
"On Any Sunday, The Next Chapter",2014,Missing,Missing,insufficient sample,3.0,Missing,Missing
Piccadilly Jim,2005,0.3333333333333333,12.0,Missing,Missing,Missing,Missing
Dark Horse,1992,insufficient sample,2.0,insufficient sample,7.0,Missing,Missing
Shakedown,2002,insufficient sample,1.0,Missing,Missing,Missing,Missing
Seventeen Again,2000,Missing,Missing,insufficient sample,6.0,Missing,Missing
The Disappearance of Garcia Lorca,1996,Missing,Missing,insufficient sample,7.0,Missing,Missing
The Dramatics: A Comedy,2015,insufficient sample,1.0,insufficient sample,9.0,Missing,Missing
What Love Is,2007,Missing,Missing,Missing,Missing,Missing,Missing
Static,2012,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing
ä½•ä»¥ç¬™ç®«é»˜,2015,Missing,Missing,insufficient sample,3.0,Missing,Missing
5 to 7,2014,insufficient sample,10.0,Missing,Missing,Missing,Missing
Seymour: An Introduction,2015,Missing,Missing,insufficient sample,1.0,Missing,Missing
Open Secret,2013,Missing,Missing,Missing,Missing,Missing,Missing
Puffball,2007,Missing,Missing,insufficient sample,6.0,Missing,Missing
Terrore Sull'Everest,1997,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing
Starship: Rising,2014,insufficient sample,2.0,insufficient sample,4.0,Missing,Missing
Ð Ð°Ñ�Ñ�ÐºÐ°Ð·Ñ‹,2012,Missing,Missing,insufficient sample,2.0,Missing,Missing
ÐœÐ¾Ñ� Ð»ÑŽÐ±Ð¾Ð²ÑŒ,2006,Missing,Missing,Missing,Missing,Missing,Missing
Jardins en automne,2006,insufficient sample,2.0,Missing,Missing,Missing,Missing
ÐšÐ¾Ñ€Ð¾Ð²Ð°,1990,Missing,Missing,Missing,Missing,Missing,Missing
Voditel dlya Very,2004,insufficient sample,1.0,insufficient sample,4.0,Missing,Missing
Blackbird,2007,insufficient sample,2.0,insufficient sample,9.0,Missing,Missing
ÐŸÐ»ÑŽÑ� Ð¾Ð´Ð¸Ð½,2008,Missing,Missing,insufficient sample,1.0,Missing,Missing
ÐŸÑ€Ð¾Ð³ÑƒÐ»ÐºÐ°,2003,Missing,Missing,insufficient sample,1.0,Missing,Missing
Ð”ÐµÐ½ÑŒ Ñ€Ð°Ð´Ð¸Ð¾,2008,Missing,Missing,insufficient sample,2.0,Missing,Missing
Ð”ÑƒÑ€Ð°,2005,Missing,Missing,insufficient sample,2.0,Missing,Missing
Kung Fu Rascals,1992,Missing,Missing,insufficient sample,1.0,Missing,Missing
Waiting for Godot,2001,insufficient sample,2.0,insufficient sample,4.0,0,Fewer than two women in this movie
San Andreas Quake,2015,insufficient sample,7.0,insufficient sample,4.0,Missing,Missing
The Lookalike,2014,Missing,Missing,Missing,Missing,Missing,Missing
The Anonymous People,2013,Missing,Missing,Missing,Missing,Missing,Missing
The Martian,2015,0.2857142857142857,21.0,Missing,Missing,3,There are two or more women in this movie and they talk to each other about something other than a man
Road,2014,Missing,Missing,Missing,Missing,Missing,Missing
Return to Sender,2015,Missing,Missing,Missing,Missing,Missing,Missing
à®µà®´à®•à¯�à®•à¯� à®Žà®£à¯� 18/9,2012,insufficient sample,1.0,insufficient sample,1.0,Missing,Missing
I Am Omega,2007,insufficient sample,3.0,Missing,Missing,Missing,Missing
Magical Universe,2014,Missing,Missing,Missing,Missing,Missing,Missing
Om vÃ¥ld,2014,Missing,Missing,Missing,Missing,Missing,Missing
Kung Fury,2015,insufficient sample,3.0,insufficient sample,4.0,2,"There are two or more women in this movie, but they only talk to each other about a man"
Morgan,2012,Missing,Missing,Missing,Missing,Missing,Missing
Follow Me: The Yoni Netanyahu Story,2012,Missing,Missing,Missing,Missing,Missing,Missing
